 #(dyne/cm2) (K)          (cm2/s)
 Pressure        Temp     Kzz
   28.153207260426637        320.00125059020115        1000000000.0000000     
   23.670382358266750        320.00122417493390        1000000000.0000000     
   19.901503406206015        320.00120471641924        1000000000.0000000     
   16.732864731866158        320.00119038240786        1000000000.0000000     
   14.068869848754881        320.00117982323758        1000000000.0000000     
   11.829147320349076        320.00117204472377        1000000000.0000000     
   9.9461259623297309        320.00116631453528        1000000000.0000000     
   8.3629962270763745        320.00116209321897        1000000000.0000000     
   7.0319962656058710        320.00115898340454        1000000000.0000000     
   5.9129709576251273        320.00115669238005        1000000000.0000000     
   4.9721604357862583        320.00115500452085        1000000000.0000000     
   4.1811815540488642        320.00115376099535        1000000000.0000000     
   3.5161715711572148        320.00115284479983        1000000000.0000000     
   2.9570682142531970        320.00115216974530        1000000000.0000000     
   2.4870044022201854        320.00115167234048        1000000000.0000000     
   2.0917993676249163        320.00115130581543        1000000000.0000000     
   1.7595308244600556        320.00115103571505        1000000000.0000000     
   1.4801752740334242        320.00115083665565        1000000000.0000000     
   1.2453055970704954        320.00115068993921        1000000000.0000000     
   1.0478368084158587        320.00115058179216        1000000000.0000000     
  0.88181230377987196        320.00115050206335        1000000000.0000000     
  0.74222414961747851        320.00115044327873        1000000000.0000000     
  0.62486199430390144        320.00115039992704        1000000000.0000000     
  0.52618604227348553        320.00115036795171        1000000000.0000000     
  0.44322025876504889        320.00115034436067        1000000000.0000000     
  0.37346258317243775        320.00115032695220        1000000000.0000000     
  0.31480944214690326        320.00115031409933        1000000000.0000000     
  0.26549228501999877        320.00115030460825        1000000000.0000000     
  0.22402422682798714        320.00115029759758        1000000000.0000000     
  0.18915518916418828        320.00115029241516        1000000000.0000000     
  0.15983418546444725        320.00115028857903        1000000000.0000000     
  0.13517761287795899        320.00115028574220        1000000000.0000000     
  0.11444259409398247        320.00115028364002        1000000000.0000000     
   9.7004564851912251E-002   320.00115028208131        1000000000.0000000     
   8.2338430954269778E-002   320.00115028092375        1000000000.0000000     
   7.0002726293927453E-002   320.00115028006383        1000000000.0000000     
   5.9626293947243808E-002   320.00115027942405        1000000000.0000000     
